Group1: strain_1|MBOGGBJL_00270 strain_1|MBOGGBJL_00480 strain_1|MBOGGBJL_03108 strain_1|MBOGGBJL_03641 strain_1|MBOGGBJL_01180 strain_1|MBOGGBJL_00408 strain_1|MBOGGBJL_03801 strain_1|MBOGGBJL_03173 strain_1|MBOGGBJL_03052 strain_1|MBOGGBJL_00467 strain_1|MBOGGBJL_02937 strain_1|MBOGGBJL_01854 strain_1|MBOGGBJL_00657 strain_1|MBOGGBJL_01998 strain_1|MBOGGBJL_03527 strain_1|MBOGGBJL_03715 strain_1|MBOGGBJL_01980 strain_1|MBOGGBJL_03528 strain_1|MBOGGBJL_01997 strain_1|MBOGGBJL_02828
Group2: strain_1|MBOGGBJL_00606 strain_1|MBOGGBJL_02577 strain_2|NIKFMFAN_03928 strain_2|NIKFMFAN_04079
Group3: strain_1|MBOGGBJL_03996 strain_1|MBOGGBJL_04008 strain_1|MBOGGBJL_04007 strain_2|NIKFMFAN_04061
Group4: strain_2|NIKFMFAN_02317 strain_2|NIKFMFAN_02336 strain_1|MBOGGBJL_03521
Group5: strain_2|NIKFMFAN_03620 strain_2|NIKFMFAN_04136 strain_1|MBOGGBJL_01329
Group6: strain_2|NIKFMFAN_03936 strain_2|NIKFMFAN_04016 strain_1|MBOGGBJL_00598
Group7: strain_1|MBOGGBJL_00576 strain_1|MBOGGBJL_02556 strain_2|NIKFMFAN_02850
Group8: strain_1|MBOGGBJL_00578 strain_1|MBOGGBJL_02558 strain_2|NIKFMFAN_02851
Group9: strain_1|MBOGGBJL_00579 strain_1|MBOGGBJL_02559 strain_2|NIKFMFAN_02852
Group10: strain_1|MBOGGBJL_00586 strain_1|MBOGGBJL_02562 strain_2|NIKFMFAN_02855
Group11: strain_1|MBOGGBJL_00588 strain_1|MBOGGBJL_02565 strain_2|NIKFMFAN_02857
Group12: strain_1|MBOGGBJL_01413 strain_1|MBOGGBJL_01414 strain_2|NIKFMFAN_01580
Group13: strain_1|MBOGGBJL_01893 strain_1|MBOGGBJL_01894 strain_2|NIKFMFAN_03248
Group14: strain_1|MBOGGBJL_02830 strain_1|MBOGGBJL_02833 strain_2|NIKFMFAN_04118
Group15: strain_1|MBOGGBJL_04010 strain_1|MBOGGBJL_04011 strain_2|NIKFMFAN_04058
Group16: strain_1|MBOGGBJL_00611 strain_1|MBOGGBJL_02582 strain_2|NIKFMFAN_04033
Group17: strain_1|MBOGGBJL_00407 strain_2|NIKFMFAN_01223 strain_1|MBOGGBJL_00409
Group18: strain_1|MBOGGBJL_02849 strain_2|NIKFMFAN_02989 strain_2|NIKFMFAN_02988
Group19: strain_2|NIKFMFAN_03939 strain_2|NIKFMFAN_04018
Group3161: strain_1|MBOGGBJL_03346 strain_2|NIKFMFAN_03468
Group3162: strain_1|MBOGGBJL_03347 strain_2|NIKFMFAN_03469
Group3163: strain_1|MBOGGBJL_03348 strain_2|NIKFMFAN_03470
Group3164: strain_1|MBOGGBJL_03349 strain_2|NIKFMFAN_03471
Group3165: strain_1|MBOGGBJL_03350 strain_2|NIKFMFAN_03472
Group3166: strain_1|MBOGGBJL_03351 strain_2|NIKFMFAN_03078
Group3167: strain_1|MBOGGBJL_03352 strain_2|NIKFMFAN_03079
Group3168: strain_1|MBOGGBJL_03353 strain_2|NIKFMFAN_03111
Group3169: strain_1|MBOGGBJL_03354 strain_2|NIKFMFAN_03112
Group3170: strain_1|MBOGGBJL_03355 strain_2|NIKFMFAN_03113
Group3171: strain_1|MBOGGBJL_03356 strain_2|NIKFMFAN_03114
Group3172: strain_1|MBOGGBJL_03357 strain_2|NIKFMFAN_03115
Group3173: strain_1|MBOGGBJL_03358 strain_2|NIKFMFAN_03116
Group3174: strain_1|MBOGGBJL_03359 strain_2|NIKFMFAN_03117
Group3175: strain_1|MBOGGBJL_03360 strain_2|NIKFMFAN_03118
Group3176: strain_1|MBOGGBJL_03361 strain_2|NIKFMFAN_03119
Group3177: strain_1|MBOGGBJL_03362 strain_2|NIKFMFAN_03120
Group3178: strain_1|MBOGGBJL_03363 strain_2|NIKFMFAN_03121
Group3179: strain_1|MBOGGBJL_03364 strain_2|NIKFMFAN_03122
Group3180: strain_1|MBOGGBJL_03365 strain_2|NIKFMFAN_03123
Group3181: strain_1|MBOGGBJL_03366 strain_2|NIKFMFAN_03124
Group3182: strain_1|MBOGGBJL_03367 strain_2|NIKFMFAN_03125
Group3183: strain_1|MBOGGBJL_03368 strain_2|NIKFMFAN_03126
Group3184: strain_1|MBOGGBJL_03369 strain_2|NIKFMFAN_03127
Group3185: strain_1|MBOGGBJL_03370 strain_2|NIKFMFAN_03128
Group3186: strain_1|MBOGGBJL_03371 strain_2|NIKFMFAN_03129
Group3187: strain_1|MBOGGBJL_03372 strain_2|NIKFMFAN_03130
Group3188: strain_1|MBOGGBJL_03373 strain_2|NIKFMFAN_03131
Group3189: strain_1|MBOGGBJL_03374 strain_2|NIKFMFAN_03132
Group3190: strain_1|MBOGGBJL_03375 strain_2|NIKFMFAN_03133
Group3191: strain_1|MBOGGBJL_03376 strain_2|NIKFMFAN_03134
Group3192: strain_1|MBOGGBJL_03377 strain_2|NIKFMFAN_03135
Group3193: strain_1|MBOGGBJL_03378 strain_2|NIKFMFAN_03136
Group3194: strain_1|MBOGGBJL_03379 strain_2|NIKFMFAN_03137
Group3195: strain_1|MBOGGBJL_03381 strain_2|NIKFMFAN_03139
Group3196: strain_1|MBOGGBJL_03382 strain_2|NIKFMFAN_03140
Group3197: strain_1|MBOGGBJL_03383 strain_2|NIKFMFAN_03141
Group3198: strain_1|MBOGGBJL_03384 strain_2|NIKFMFAN_03142
Group3199: strain_1|MBOGGBJL_03385 strain_2|NIKFMFAN_03143
Group3200: strain_1|MBOGGBJL_03386 strain_2|NIKFMFAN_03144
Group3201: strain_1|MBOGGBJL_03387 strain_2|NIKFMFAN_03145
Group3202: strain_1|MBOGGBJL_03388 strain_2|NIKFMFAN_03146
Group3203: strain_1|MBOGGBJL_03389 strain_2|NIKFMFAN_03147
Group3204: strain_1|MBOGGBJL_03390 strain_2|NIKFMFAN_03148
Group3205: strain_1|MBOGGBJL_03391 strain_2|NIKFMFAN_03149
Group3206: strain_1|MBOGGBJL_03392 strain_2|NIKFMFAN_03150
Group3207: strain_1|MBOGGBJL_03393 strain_2|NIKFMFAN_03151
Group3208: strain_1|MBOGGBJL_03394 strain_2|NIKFMFAN_03152
Group3209: strain_1|MBOGGBJL_03395 strain_2|NIKFMFAN_03153
Group3210: strain_1|MBOGGBJL_03396 strain_2|NIKFMFAN_03154
Group3211: strain_1|MBOGGBJL_03397 strain_2|NIKFMFAN_03155
Group3212: strain_1|MBOGGBJL_03398 strain_2|NIKFMFAN_03156
Group3213: strain_1|MBOGGBJL_03399 strain_2|NIKFMFAN_03157
Group3214: strain_1|MBOGGBJL_03400 strain_2|NIKFMFAN_03158
Group3215: strain_1|MBOGGBJL_03401 strain_2|NIKFMFAN_03159
Group3216: strain_1|MBOGGBJL_03402 strain_2|NIKFMFAN_03160
Group3217: strain_1|MBOGGBJL_03403 strain_2|NIKFMFAN_03161
Group3218: strain_1|MBOGGBJL_03404 strain_2|NIKFMFAN_03162
Group3219: strain_1|MBOGGBJL_03405 strain_2|NIKFMFAN_03163
Group3220: strain_1|MBOGGBJL_03406 strain_2|NIKFMFAN_03164
Group3221: strain_1|MBOGGBJL_03407 strain_2|NIKFMFAN_03165
Group3222: strain_1|MBOGGBJL_03408 strain_2|NIKFMFAN_03166
Group3223: strain_1|MBOGGBJL_03409 strain_2|NIKFMFAN_03167
Group3224: strain_1|MBOGGBJL_03410 strain_2|NIKFMFAN_03168
Group3225: strain_1|MBOGGBJL_03411 strain_2|NIKFMFAN_03169
Group3226: strain_1|MBOGGBJL_03412 strain_2|NIKFMFAN_03170
Group3227: strain_1|MBOGGBJL_03413 strain_2|NIKFMFAN_03171
Group3228: strain_1|MBOGGBJL_03414 strain_2|NIKFMFAN_03172
Group3229: strain_1|MBOGGBJL_03415 strain_2|NIKFMFAN_03173
Group3230: strain_1|MBOGGBJL_03416 strain_2|NIKFMFAN_03174
Group3231: strain_1|MBOGGBJL_03417 strain_2|NIKFMFAN_03175
Group3232: strain_1|MBOGGBJL_03418 strain_2|NIKFMFAN_03176
Group3233: strain_1|MBOGGBJL_03419 strain_2|NIKFMFAN_02216
Group3234: strain_1|MBOGGBJL_03420 strain_2|NIKFMFAN_02217
Group3235: strain_1|MBOGGBJL_03421 strain_2|NIKFMFAN_02218
Group3236: strain_1|MBOGGBJL_03422 strain_2|NIKFMFAN_02219
Group3237: strain_1|MBOGGBJL_03423 strain_2|NIKFMFAN_02220
Group3238: strain_1|MBOGGBJL_03424 strain_2|NIKFMFAN_02221
Group3239: strain_1|MBOGGBJL_03425 strain_2|NIKFMFAN_02222
Group3240: strain_1|MBOGGBJL_03426 strain_2|NIKFMFAN_02223
Group3241: strain_1|MBOGGBJL_03427 strain_2|NIKFMFAN_02224
Group3242: strain_1|MBOGGBJL_03428 strain_2|NIKFMFAN_02225
Group3243: strain_1|MBOGGBJL_03429 strain_2|NIKFMFAN_02226
Group3244: strain_1|MBOGGBJL_03430 strain_2|NIKFMFAN_02227
Group3245: strain_1|MBOGGBJL_03432 strain_2|NIKFMFAN_02229
Group3246: strain_1|MBOGGBJL_03433 strain_2|NIKFMFAN_02230
Group3247: strain_1|MBOGGBJL_03434 strain_2|NIKFMFAN_02231
Group3248: strain_1|MBOGGBJL_03435 strain_2|NIKFMFAN_02232
Group3249: strain_1|MBOGGBJL_03436 strain_2|NIKFMFAN_02233
Group3250: strain_1|MBOGGBJL_03437 strain_2|NIKFMFAN_02234
Group3251: strain_1|MBOGGBJL_03438 strain_2|NIKFMFAN_02235
Group3252: strain_1|MBOGGBJL_03439 strain_2|NIKFMFAN_02236
Group3253: strain_1|MBOGGBJL_03440 strain_2|NIKFMFAN_02237
Group3254: strain_1|MBOGGBJL_03441 strain_2|NIKFMFAN_02238
Group3255: strain_1|MBOGGBJL_03442 strain_2|NIKFMFAN_02239
Group3256: strain_1|MBOGGBJL_03443 strain_2|NIKFMFAN_02240
Group3257: strain_1|MBOGGBJL_03444 strain_2|NIKFMFAN_02241
Group3258: strain_1|MBOGGBJL_03445 strain_2|NIKFMFAN_02242
Group3259: strain_1|MBOGGBJL_03446 strain_2|NIKFMFAN_02243
Group3260: strain_1|MBOGGBJL_03447 strain_2|NIKFMFAN_02244
Group3261: strain_1|MBOGGBJL_03448 strain_2|NIKFMFAN_02245
Group3262: strain_1|MBOGGBJL_03449 strain_2|NIKFMFAN_02246
Group3263: strain_1|MBOGGBJL_03450 strain_2|NIKFMFAN_02247
Group3264: strain_1|MBOGGBJL_03451 strain_2|NIKFMFAN_02248
Group3265: strain_1|MBOGGBJL_03452 strain_2|NIKFMFAN_02249
Group3266: strain_1|MBOGGBJL_03453 strain_2|NIKFMFAN_02250
Group3267: strain_1|MBOGGBJL_03454 strain_2|NIKFMFAN_02251
Group3268: strain_1|MBOGGBJL_03455 strain_2|NIKFMFAN_02252
Group3269: strain_1|MBOGGBJL_03456 strain_2|NIKFMFAN_02253
Group3270: strain_1|MBOGGBJL_03457 strain_2|NIKFMFAN_02254
Group3271: strain_1|MBOGGBJL_03459 strain_2|NIKFMFAN_02256
Group3272: strain_1|MBOGGBJL_03460 strain_2|NIKFMFAN_02257
Group3273: strain_1|MBOGGBJL_03461 strain_2|NIKFMFAN_02258
Group3274: strain_1|MBOGGBJL_03462 strain_2|NIKFMFAN_02259
Group3275: strain_1|MBOGGBJL_03463 strain_2|NIKFMFAN_02260
Group3276: strain_1|MBOGGBJL_03464 strain_2|NIKFMFAN_02261
Group3277: strain_1|MBOGGBJL_03465 strain_2|NIKFMFAN_02262
Group3278: strain_1|MBOGGBJL_03466 strain_2|NIKFMFAN_02263
Group3279: strain_1|MBOGGBJL_03467 strain_2|NIKFMFAN_02264
Group3280: strain_1|MBOGGBJL_03468 strain_2|NIKFMFAN_02265
Group3281: strain_1|MBOGGBJL_03469 strain_2|NIKFMFAN_02266
Group3282: strain_1|MBOGGBJL_03470 strain_2|NIKFMFAN_02267
Group3283: strain_1|MBOGGBJL_03471 strain_2|NIKFMFAN_02268
Group3284: strain_1|MBOGGBJL_03472 strain_2|NIKFMFAN_02269
Group3285: strain_1|MBOGGBJL_03473 strain_2|NIKFMFAN_02270
Group3286: strain_1|MBOGGBJL_03474 strain_2|NIKFMFAN_02271
Group3287: strain_1|MBOGGBJL_03475 strain_2|NIKFMFAN_02272
Group3288: strain_1|MBOGGBJL_03476 strain_2|NIKFMFAN_02273
Group3289: strain_1|MBOGGBJL_03477 strain_2|NIKFMFAN_02274
Group3290: strain_1|MBOGGBJL_03478 strain_2|NIKFMFAN_02275
Group3291: strain_1|MBOGGBJL_03479 strain_2|NIKFMFAN_02276
Group3292: strain_1|MBOGGBJL_03480 strain_2|NIKFMFAN_02277
Group3293: strain_1|MBOGGBJL_03481 strain_2|NIKFMFAN_02278
Group3294: strain_1|MBOGGBJL_03482 strain_2|NIKFMFAN_02279
Group3295: strain_1|MBOGGBJL_03483 strain_2|NIKFMFAN_02280
Group3296: strain_1|MBOGGBJL_03484 strain_2|NIKFMFAN_02281
Group3297: strain_1|MBOGGBJL_03485 strain_2|NIKFMFAN_02282
Group3298: strain_1|MBOGGBJL_03486 strain_2|NIKFMFAN_02283
Group3299: strain_1|MBOGGBJL_03487 strain_2|NIKFMFAN_02284
Group3300: strain_1|MBOGGBJL_03488 strain_2|NIKFMFAN_02285
Group3301: strain_1|MBOGGBJL_03489 strain_2|NIKFMFAN_02286
Group3302: strain_1|MBOGGBJL_03490 strain_2|NIKFMFAN_02287
Group3303: strain_1|MBOGGBJL_03491 strain_2|NIKFMFAN_02288
Group3304: strain_1|MBOGGBJL_03492 strain_2|NIKFMFAN_02289
Group3305: strain_1|MBOGGBJL_03493 strain_2|NIKFMFAN_02290
Group3306: strain_1|MBOGGBJL_03494 strain_2|NIKFMFAN_02291
Group3307: strain_1|MBOGGBJL_03495 strain_2|NIKFMFAN_02292
Group3308: strain_1|MBOGGBJL_03496 strain_2|NIKFMFAN_02293
Group3309: strain_1|MBOGGBJL_03497 strain_2|NIKFMFAN_02294
Group3310: strain_1|MBOGGBJL_03498 strain_2|NIKFMFAN_02295
Group3311: strain_1|MBOGGBJL_03499 strain_2|NIKFMFAN_02296
Group3312: strain_1|MBOGGBJL_03500 strain_2|NIKFMFAN_02297
Group3313: strain_1|MBOGGBJL_03501 strain_2|NIKFMFAN_02298
Group3314: strain_1|MBOGGBJL_03502 strain_2|NIKFMFAN_02299
Group3315: strain_1|MBOGGBJL_03503 strain_2|NIKFMFAN_02300
Group3316: strain_1|MBOGGBJL_03504 strain_2|NIKFMFAN_02301
Group3317: strain_1|MBOGGBJL_03505 strain_2|NIKFMFAN_02302
Group3318: strain_1|MBOGGBJL_03506 strain_2|NIKFMFAN_02303
Group3319: strain_1|MBOGGBJL_03507 strain_2|NIKFMFAN_02304
Group3320: strain_1|MBOGGBJL_03508 strain_2|NIKFMFAN_02305
Group3321: strain_1|MBOGGBJL_03509 strain_2|NIKFMFAN_02306
Group3322: strain_1|MBOGGBJL_03510 strain_2|NIKFMFAN_02307
Group3323: strain_1|MBOGGBJL_03511 strain_2|NIKFMFAN_02308
Group3324: strain_1|MBOGGBJL_03512 strain_2|NIKFMFAN_02309
Group3325: strain_1|MBOGGBJL_03513 strain_2|NIKFMFAN_02310
Group3326: strain_1|MBOGGBJL_03514 strain_2|NIKFMFAN_02311
Group3327: strain_1|MBOGGBJL_03515 strain_2|NIKFMFAN_02312
Group3328: strain_1|MBOGGBJL_03516 strain_2|NIKFMFAN_02313
Group3329: strain_1|MBOGGBJL_03517 strain_2|NIKFMFAN_02314
Group3330: strain_1|MBOGGBJL_03518 strain_2|NIKFMFAN_02315
Group3331: strain_1|MBOGGBJL_03519 strain_2|NIKFMFAN_02316
Group3332: strain_1|MBOGGBJL_03522 strain_2|NIKFMFAN_04034
Group3333: strain_1|MBOGGBJL_03523 strain_2|NIKFMFAN_04035
Group3334: strain_1|MBOGGBJL_03524 strain_2|NIKFMFAN_04036
Group3335: strain_1|MBOGGBJL_03525 strain_2|NIKFMFAN_04037
Group3336: strain_1|MBOGGBJL_03526 strain_2|NIKFMFAN_04130
Group3337: strain_1|MBOGGBJL_03529 strain_2|NIKFMFAN_03474
Group3338: strain_1|MBOGGBJL_03530 strain_2|NIKFMFAN_03475
Group3339: strain_1|MBOGGBJL_03531 strain_2|NIKFMFAN_03476
Group3340: strain_1|MBOGGBJL_03532 strain_2|NIKFMFAN_03477
Group3341: strain_1|MBOGGBJL_03533 strain_2|NIKFMFAN_03478
Group3342: strain_1|MBOGGBJL_03534 strain_2|NIKFMFAN_03479
Group3343: strain_1|MBOGGBJL_03535 strain_2|NIKFMFAN_03480
Group3344: strain_1|MBOGGBJL_03536 strain_2|NIKFMFAN_03481
Group3345: strain_1|MBOGGBJL_03537 strain_2|NIKFMFAN_03482
Group3346: strain_1|MBOGGBJL_03538 strain_2|NIKFMFAN_03483
Group3347: strain_1|MBOGGBJL_03539 strain_2|NIKFMFAN_03484
Group3348: strain_1|MBOGGBJL_03540 strain_2|NIKFMFAN_03485
Group3349: strain_1|MBOGGBJL_03541 strain_2|NIKFMFAN_03486
Group3350: strain_1|MBOGGBJL_03542 strain_2|NIKFMFAN_03487
Group3351: strain_1|MBOGGBJL_03543 strain_2|NIKFMFAN_03488
Group3352: strain_1|MBOGGBJL_03544 strain_2|NIKFMFAN_03489
Group3353: strain_1|MBOGGBJL_03545 strain_2|NIKFMFAN_03490
Group3354: strain_1|MBOGGBJL_03546 strain_2|NIKFMFAN_03491
Group3355: strain_1|MBOGGBJL_03547 strain_2|NIKFMFAN_03492
Group3356: strain_1|MBOGGBJL_03548 strain_2|NIKFMFAN_03493
Group3357: strain_1|MBOGGBJL_03549 strain_2|NIKFMFAN_03494
Group3358: strain_1|MBOGGBJL_03550 strain_2|NIKFMFAN_03495
Group3359: strain_1|MBOGGBJL_03551 strain_2|NIKFMFAN_03496
Group3360: strain_1|MBOGGBJL_03552 strain_2|NIKFMFAN_03497
Group3361: strain_1|MBOGGBJL_03553 strain_2|NIKFMFAN_03498
Group3362: strain_1|MBOGGBJL_03554 strain_2|NIKFMFAN_03499
Group3363: strain_1|MBOGGBJL_03555 strain_2|NIKFMFAN_03500
Group3364: strain_1|MBOGGBJL_03556 strain_2|NIKFMFAN_03501
Group3365: strain_1|MBOGGBJL_03557 strain_2|NIKFMFAN_03502
Group3366: strain_1|MBOGGBJL_03558 strain_2|NIKFMFAN_03503
Group3367: strain_1|MBOGGBJL_03559 strain_2|NIKFMFAN_03504
Group3368: strain_1|MBOGGBJL_03560 strain_2|NIKFMFAN_03505
Group3369: strain_1|MBOGGBJL_03561 strain_2|NIKFMFAN_03506
Group3370: strain_1|MBOGGBJL_03562 strain_2|NIKFMFAN_03507
Group3371: strain_1|MBOGGBJL_03563 strain_2|NIKFMFAN_03508
Group3372: strain_1|MBOGGBJL_03564 strain_2|NIKFMFAN_03509
Group3373: strain_1|MBOGGBJL_03565 strain_2|NIKFMFAN_03510
Group3374: strain_1|MBOGGBJL_03566 strain_2|NIKFMFAN_03511
Group3375: strain_1|MBOGGBJL_03567 strain_2|NIKFMFAN_03512
Group3376: strain_1|MBOGGBJL_03568 strain_2|NIKFMFAN_03513
Group3377: strain_1|MBOGGBJL_03569 strain_2|NIKFMFAN_03514
Group3378: strain_1|MBOGGBJL_03570 strain_2|NIKFMFAN_03515
Group3379: strain_1|MBOGGBJL_03571 strain_2|NIKFMFAN_03517
Group3380: strain_1|MBOGGBJL_03572 strain_2|NIKFMFAN_03518
Group3381: strain_1|MBOGGBJL_03573 strain_2|NIKFMFAN_03519
Group3382: strain_1|MBOGGBJL_03574 strain_2|NIKFMFAN_03520
Group3383: strain_1|MBOGGBJL_03575 strain_2|NIKFMFAN_03521
Group3384: strain_1|MBOGGBJL_03576 strain_2|NIKFMFAN_03522
Group3385: strain_1|MBOGGBJL_03577 strain_2|NIKFMFAN_03523
Group3386: strain_1|MBOGGBJL_03578 strain_2|NIKFMFAN_03524
Group3387: strain_1|MBOGGBJL_03580 strain_2|NIKFMFAN_03526
Group3388: strain_1|MBOGGBJL_03581 strain_2|NIKFMFAN_03527
Group3389: strain_1|MBOGGBJL_03582 strain_2|NIKFMFAN_03528
Group3390: strain_1|MBOGGBJL_03583 strain_2|NIKFMFAN_03529
Group3391: strain_1|MBOGGBJL_03584 strain_2|NIKFMFAN_03530
Group3392: strain_1|MBOGGBJL_03585 strain_2|NIKFMFAN_03531
Group3393: strain_1|MBOGGBJL_03586 strain_2|NIKFMFAN_03532
Group3394: strain_1|MBOGGBJL_03587 strain_2|NIKFMFAN_03533
Group3395: strain_1|MBOGGBJL_03588 strain_2|NIKFMFAN_03534
Group3396: strain_1|MBOGGBJL_03589 strain_2|NIKFMFAN_03535
Group3397: strain_1|MBOGGBJL_03590 strain_2|NIKFMFAN_00355
Group3398: strain_1|MBOGGBJL_03591 strain_2|NIKFMFAN_00356
Group3399: strain_1|MBOGGBJL_03592 strain_2|NIKFMFAN_00357
Group3400: strain_1|MBOGGBJL_03593 strain_2|NIKFMFAN_00358
Group3401: strain_1|MBOGGBJL_03594 strain_2|NIKFMFAN_00359
Group3402: strain_1|MBOGGBJL_03595 strain_2|NIKFMFAN_00360
Group3403: strain_1|MBOGGBJL_03596 strain_2|NIKFMFAN_00361
Group3404: strain_1|MBOGGBJL_03597 strain_2|NIKFMFAN_00362
Group3405: strain_1|MBOGGBJL_03598 strain_2|NIKFMFAN_00363
Group3406: strain_1|MBOGGBJL_03599 strain_2|NIKFMFAN_00364
Group3407: strain_1|MBOGGBJL_03600 strain_2|NIKFMFAN_00365
Group3408: strain_1|MBOGGBJL_03601 strain_2|NIKFMFAN_00366
Group3409: strain_1|MBOGGBJL_03602 strain_2|NIKFMFAN_00367
Group3410: strain_1|MBOGGBJL_03603 strain_2|NIKFMFAN_00368
Group3411: strain_1|MBOGGBJL_03604 strain_2|NIKFMFAN_00369
Group3412: strain_1|MBOGGBJL_03605 strain_2|NIKFMFAN_00370
Group3413: strain_1|MBOGGBJL_03606 strain_2|NIKFMFAN_00371
Group3414: strain_1|MBOGGBJL_03607 strain_2|NIKFMFAN_00372
Group3415: strain_1|MBOGGBJL_03609 strain_2|NIKFMFAN_00374
Group3416: strain_1|MBOGGBJL_03610 strain_2|NIKFMFAN_00375
Group3417: strain_1|MBOGGBJL_03611 strain_2|NIKFMFAN_00376
Group3418: strain_1|MBOGGBJL_03612 strain_2|NIKFMFAN_00377
Group3419: strain_1|MBOGGBJL_03613 strain_2|NIKFMFAN_00378
Group3420: strain_1|MBOGGBJL_03614 strain_2|NIKFMFAN_00379
Group3421: strain_1|MBOGGBJL_03615 strain_2|NIKFMFAN_00380
Group3422: strain_1|MBOGGBJL_03616 strain_2|NIKFMFAN_00381
Group3423: strain_1|MBOGGBJL_03617 strain_2|NIKFMFAN_00382
Group3424: strain_1|MBOGGBJL_03618 strain_2|NIKFMFAN_00383
Group3425: strain_1|MBOGGBJL_03619 strain_2|NIKFMFAN_00384
Group3426: strain_1|MBOGGBJL_03620 strain_2|NIKFMFAN_00385
Group3427: strain_1|MBOGGBJL_03621 strain_2|NIKFMFAN_00386
Group3428: strain_1|MBOGGBJL_03622 strain_2|NIKFMFAN_00387
Group3429: strain_1|MBOGGBJL_03623 strain_2|NIKFMFAN_00388
Group3430: strain_1|MBOGGBJL_03624 strain_2|NIKFMFAN_00389
Group3431: strain_1|MBOGGBJL_03625 strain_2|NIKFMFAN_00390
Group3432: strain_1|MBOGGBJL_03626 strain_2|NIKFMFAN_00391
Group3433: strain_1|MBOGGBJL_03627 strain_2|NIKFMFAN_00392
Group3434: strain_1|MBOGGBJL_03628 strain_2|NIKFMFAN_00393
Group3435: strain_1|MBOGGBJL_03629 strain_2|NIKFMFAN_00394
Group3436: strain_1|MBOGGBJL_03630 strain_2|NIKFMFAN_00395
Group3437: strain_1|MBOGGBJL_03633 strain_2|NIKFMFAN_00398
Group3438: strain_1|MBOGGBJL_03634 strain_2|NIKFMFAN_00399
Group3439: strain_1|MBOGGBJL_03635 strain_2|NIKFMFAN_00400
Group3440: strain_1|MBOGGBJL_03636 strain_2|NIKFMFAN_00401
Group3441: strain_1|MBOGGBJL_03637 strain_2|NIKFMFAN_00402
Group3442: strain_1|MBOGGBJL_03638 strain_2|NIKFMFAN_00403
Group3443: strain_1|MBOGGBJL_03639 strain_2|NIKFMFAN_00404
Group3444: strain_1|MBOGGBJL_03640 strain_2|NIKFMFAN_00405
Group3445: strain_1|MBOGGBJL_03642 strain_2|NIKFMFAN_03982
Group3446: strain_1|MBOGGBJL_03643 strain_2|NIKFMFAN_03981
Group3447: strain_1|MBOGGBJL_03644 strain_2|NIKFMFAN_03980
Group3448: strain_1|MBOGGBJL_03645 strain_2|NIKFMFAN_03979
Group3449: strain_1|MBOGGBJL_03646 strain_2|NIKFMFAN_03978
Group3450: strain_1|MBOGGBJL_03647 strain_2|NIKFMFAN_03977
Group3451: strain_1|MBOGGBJL_03648 strain_2|NIKFMFAN_03976
Group3452: strain_1|MBOGGBJL_03649 strain_2|NIKFMFAN_03975
Group3453: strain_1|MBOGGBJL_03650 strain_2|NIKFMFAN_03974
Group3454: strain_1|MBOGGBJL_03652 strain_2|NIKFMFAN_04066
Group3455: strain_1|MBOGGBJL_03653 strain_2|NIKFMFAN_04065
Group3456: strain_1|MBOGGBJL_03654 strain_2|NIKFMFAN_04064
Group3457: strain_1|MBOGGBJL_03655 strain_2|NIKFMFAN_04063
Group3458: strain_1|MBOGGBJL_03656 strain_2|NIKFMFAN_04062
Group3459: strain_1|MBOGGBJL_03702 strain_2|NIKFMFAN_03711
Group3460: strain_1|MBOGGBJL_03703 strain_2|NIKFMFAN_03710
Group3461: strain_1|MBOGGBJL_03704 strain_2|NIKFMFAN_03709
Group3462: strain_1|MBOGGBJL_03705 strain_2|NIKFMFAN_03708
Group3463: strain_1|MBOGGBJL_03706 strain_2|NIKFMFAN_03707
Group3464: strain_1|MBOGGBJL_03707 strain_2|NIKFMFAN_03706
Group3465: strain_1|MBOGGBJL_03708 strain_2|NIKFMFAN_03705
Group3466: strain_1|MBOGGBJL_03709 strain_2|NIKFMFAN_03704
Group3467: strain_1|MBOGGBJL_03710 strain_2|NIKFMFAN_03703
Group3468: strain_1|MBOGGBJL_03711 strain_2|NIKFMFAN_03702
Group3469: strain_1|MBOGGBJL_03712 strain_2|NIKFMFAN_03701
Group3470: strain_1|MBOGGBJL_03713 strain_2|NIKFMFAN_03700
Group3471: strain_1|MBOGGBJL_03714 strain_2|NIKFMFAN_03699
Group3472: strain_1|MBOGGBJL_03716 strain_2|NIKFMFAN_03698
Group3473: strain_1|MBOGGBJL_03717 strain_2|NIKFMFAN_03697
Group3474: strain_1|MBOGGBJL_03718 strain_2|NIKFMFAN_03696
Group3475: strain_1|MBOGGBJL_03719 strain_2|NIKFMFAN_03695
Group3476: strain_1|MBOGGBJL_03720 strain_2|NIKFMFAN_03694
Group3477: strain_1|MBOGGBJL_03721 strain_2|NIKFMFAN_03693
Group3478: strain_1|MBOGGBJL_03722 strain_2|NIKFMFAN_03692
Group3479: strain_1|MBOGGBJL_03723 strain_2|NIKFMFAN_03691
Group3480: strain_1|MBOGGBJL_03724 strain_2|NIKFMFAN_03690
Group3481: strain_1|MBOGGBJL_03725 strain_2|NIKFMFAN_03689
Group3482: strain_1|MBOGGBJL_03726 strain_2|NIKFMFAN_03688
Group3483: strain_1|MBOGGBJL_03727 strain_2|NIKFMFAN_03687
Group3484: strain_1|MBOGGBJL_03728 strain_2|NIKFMFAN_03686
